seed,nervous_accuracy,no_trace_accuracy,no_system_accuracy,action_diversity,snapshot_exact,state_hash,pass
29001,1.000000000,0.687500000,0.500000000,1.000000000,1,13314002131658412526,0
29102,1.000000000,0.437500000,0.500000000,1.000000000,1,12018226538691109449,1
29203,1.000000000,0.562500000,0.500000000,1.000000000,1,7416961638918887626,1
29304,1.000000000,0.562500000,0.500000000,1.000000000,1,12803045951826488074,1
