seed,variant,accuracy,balanced_accuracy,accuracy_stddev,mean_effective_gate,effective_gate_variance,effective_gate_entropy_bits,mean_spikes_per_sample,spikes_per_correct_decision,assembly_separation
53,sign_projection,0.8333333333333334,0.8333333333333334,0.05892556509887896,0.4633333333333334,0.11526640631561268,0.7538989907328232,6.708333333333333,8.05,2.782765988969419
53,tanh_projection,0.9583333333333334,0.9583333333333334,0.05892556509887896,0.6561899223352323,0.07399685533879123,0.9143103866538302,7.875,8.217391304347826,2.7299280924935676
53,distribution_random,0.9166666666666666,0.9166666666666666,0.11785113019775792,0.7025775510359322,0.09574108683700422,0.8043149323542916,8.291666666666666,9.045454545454545,2.5535954620246053
53,time_shifted,0.9166666666666666,0.9166666666666666,0.11785113019775792,0.8893405138957733,1.23099001725969e-17,0.0,9.583333333333334,10.454545454545455,2.7643388681956886
53,state_shuffled,0.8333333333333334,0.8333333333333334,0.15590239111558088,0.8030305773211138,0.05266973616069139,0.5717871059426212,9.083333333333334,10.9,2.65696806999015
53,disabled,0.75,0.75,0.10206207261596575,1.0,0.0,0.0,9.541666666666666,12.722222222222221,2.3624162537595206
71,kernel_projection,0.9583333333333334,0.9583333333333334,0.05892556509887896,0.481069173941764,0.07780096218623685,0.7755373492410041,7.833333333333333,8.173913043478262,3.070007575977139
71,kernel_ei_only,0.75,0.75,0.10206207261596575,0.805217435627846,0.015675486983392193,0.6824503769268216,10.958333333333334,14.61111111111111,2.3227599681127233
71,kernel_slope_only,0.875,0.875,0.10206207261596575,0.8893408496195004,1.5598720487061436e-13,1.2518566677931673,11.916666666666666,13.619047619047619,2.631616818175356
71,kernel_overshoot_only,0.875,0.875,0.10206207261596575,0.8893485629828302,3.4939748014076575e-09,0.8304747979210902,11.916666666666666,13.619047619047619,2.631616818175356
71,kernel_isi_only,1.0,1.0,0.0,0.12831078135055363,0.0,0.0,5.333333333333333,5.333333333333333,3.5656549206494437
71,event_constant,0.9166666666666666,0.9166666666666666,0.05892556509887896,0.8153526700958776,2.5679065925163146e-33,0.0,11.833333333333334,12.909090909090908,2.6981433688011385
71,ei_event_constant,0.875,0.875,0.10206207261596575,0.8396718897512501,2.5679065925163146e-33,0.0,12.0,13.714285714285714,2.6418770652466006
71,slope_event_constant,0.875,0.875,0.10206207261596575,0.889340862278115,2.0543252740130515e-33,0.0,11.916666666666666,13.619047619047619,2.631616818175356
71,overshoot_event_constant,0.875,0.875,0.10206207261596575,0.889342826674279,2.0543252740130515e-33,0.0,11.916666666666666,13.619047619047619,2.631616818175356
71,isi_event_constant,1.0,1.0,0.0,0.12831102595254187,0.0,0.0,5.333333333333333,5.333333333333333,3.5656549206494437
71,isi_distribution_random,1.0,1.0,0.0,0.12831100863443506,1.3796704003194234e-14,0.707339100957379,5.333333333333333,5.333333333333333,3.5656549206494437
71,sign_projection,0.9166666666666666,0.9166666666666666,0.11785113019775792,0.45967893217893224,0.08106941492850585,0.5416553722107482,7.708333333333333,8.409090909090908,3.0078077030602244
