neurons,synapses,steps,build_ms,simulation_ms,realtime_factor,events_per_second,snapshot_bytes,save_ms,load_ms,snapshot_exact,safe
256,4671,600,0.929400,86.842300,6.909075,647414.911857,502003,0.941000,9.534500,1,1
1024,33054,300,14.579100,260.655000,1.150947,381742.149585,3364029,1.949100,32.641700,1,1
4096,131248,120,14.931200,417.812900,0.287210,1239.789389,13300165,3.697400,26.017800,1,1
16384,524464,40,55.287600,512.417700,0.078061,402.015777,53124706,343.170100,106.335000,1,1
