tau_ms,gain,maximum,accuracy,spikes_per_correct,preliminary_objective
20.000000000000,0.000000000000,0.250000000000,0.625000000000,103.349537037037,0.573325231481
20.000000000000,0.000000000000,0.500000000000,0.625000000000,103.349537037037,0.573325231481
20.000000000000,0.000000000000,1.000000000000,0.625000000000,103.349537037037,0.573325231481
20.000000000000,0.000000000000,2.000000000000,0.625000000000,103.349537037037,0.573325231481
20.000000000000,0.000000000000,4.000000000000,0.625000000000,103.349537037037,0.573325231481
20.000000000000,0.100000000000,0.250000000000,0.656250000000,96.531564153439,0.607984217923
20.000000000000,0.100000000000,0.500000000000,0.703125000000,89.009572324228,0.658620213838
20.000000000000,0.100000000000,1.000000000000,0.710937500000,85.544455544456,0.668165272228
20.000000000000,0.100000000000,2.000000000000,0.703125000000,86.596241258741,0.659826879371
20.000000000000,0.100000000000,4.000000000000,0.703125000000,86.596241258741,0.659826879371
20.000000000000,0.200000000000,0.250000000000,0.695312500000,89.844348659004,0.650390325670
20.000000000000,0.200000000000,0.500000000000,0.640625000000,94.050087535014,0.593599956232
20.000000000000,0.200000000000,1.000000000000,0.687500000000,86.823133971292,0.644088433014
20.000000000000,0.200000000000,2.000000000000,0.687500000000,87.471389986825,0.643764305007
20.000000000000,0.200000000000,4.000000000000,0.687500000000,87.471389986825,0.643764305007
20.000000000000,0.350000000000,0.250000000000,0.679687500000,88.492143821091,0.635441428089
20.000000000000,0.350000000000,0.500000000000,0.640625000000,91.700972540046,0.594774513730
20.000000000000,0.350000000000,1.000000000000,0.546875000000,107.422222222222,0.493163888889
20.000000000000,0.350000000000,2.000000000000,0.601562500000,98.449754901961,0.552337622549
20.000000000000,0.350000000000,4.000000000000,0.601562500000,98.449754901961,0.552337622549
20.000000000000,0.500000000000,0.250000000000,0.625000000000,94.395138888889,0.577802430556
20.000000000000,0.500000000000,0.500000000000,0.578125000000,105.712619047619,0.525268690476
20.000000000000,0.500000000000,1.000000000000,0.593750000000,97.419969654528,0.545040015173
20.000000000000,0.500000000000,2.000000000000,0.601562500000,95.811309523810,0.553656845238
20.000000000000,0.500000000000,4.000000000000,0.601562500000,95.811309523810,0.553656845238
50.000000000000,0.000000000000,0.250000000000,0.625000000000,103.349537037037,0.573325231481
50.000000000000,0.000000000000,0.500000000000,0.625000000000,103.349537037037,0.573325231481
50.000000000000,0.000000000000,1.000000000000,0.625000000000,103.349537037037,0.573325231481
50.000000000000,0.000000000000,2.000000000000,0.625000000000,103.349537037037,0.573325231481
50.000000000000,0.000000000000,4.000000000000,0.625000000000,103.349537037037,0.573325231481
50.000000000000,0.100000000000,0.250000000000,0.625000000000,100.782831477733,0.574608584261
50.000000000000,0.100000000000,0.500000000000,0.664062500000,93.694096351991,0.617215451824
50.000000000000,0.100000000000,1.000000000000,0.718750000000,84.482837995338,0.676508581002
50.000000000000,0.100000000000,2.000000000000,0.687500000000,88.452196969697,0.643273901515
50.000000000000,0.100000000000,4.000000000000,0.687500000000,88.452196969697,0.643273901515
50.000000000000,0.200000000000,0.250000000000,0.679687500000,91.115740740741,0.634129629630
50.000000000000,0.200000000000,0.500000000000,0.609375000000,99.219071469167,0.559765464265
50.000000000000,0.200000000000,1.000000000000,0.710937500000,83.432359307359,0.669221320346
50.000000000000,0.200000000000,2.000000000000,0.718750000000,83.383399122807,0.677058300439
50.000000000000,0.200000000000,4.000000000000,0.718750000000,83.383399122807,0.677058300439
50.000000000000,0.350000000000,0.250000000000,0.664062500000,89.694047619048,0.619215476190
50.000000000000,0.350000000000,0.500000000000,0.648437500000,90.905482456140,0.602984758772
50.000000000000,0.350000000000,1.000000000000,0.601562500000,97.016447368421,0.553054276316
50.000000000000,0.350000000000,2.000000000000,0.609375000000,95.605116959064,0.561572441520
50.000000000000,0.350000000000,4.000000000000,0.609375000000,95.605116959064,0.561572441520
50.000000000000,0.500000000000,0.250000000000,0.609375000000,97.805286807706,0.560472356596
50.000000000000,0.500000000000,0.500000000000,0.671875000000,86.805215311005,0.628472392344
50.000000000000,0.500000000000,1.000000000000,0.617187500000,94.183518979674,0.570095740510
50.000000000000,0.500000000000,2.000000000000,0.664062500000,87.469924242424,0.620327537879
50.000000000000,0.500000000000,4.000000000000,0.664062500000,87.469924242424,0.620327537879
100.000000000000,0.000000000000,0.250000000000,0.625000000000,103.349537037037,0.573325231481
100.000000000000,0.000000000000,0.500000000000,0.625000000000,103.349537037037,0.573325231481
100.000000000000,0.000000000000,1.000000000000,0.625000000000,103.349537037037,0.573325231481
100.000000000000,0.000000000000,2.000000000000,0.625000000000,103.349537037037,0.573325231481
100.000000000000,0.000000000000,4.000000000000,0.625000000000,103.349537037037,0.573325231481
100.000000000000,0.100000000000,0.250000000000,0.632812500000,102.142582417582,0.581741208791
100.000000000000,0.100000000000,0.500000000000,0.656250000000,96.231183862434,0.608134408069
100.000000000000,0.100000000000,1.000000000000,0.742187500000,81.828219063545,0.701273390468
100.000000000000,0.100000000000,2.000000000000,0.726562500000,83.511608138239,0.684806695931
100.000000000000,0.100000000000,4.000000000000,0.726562500000,83.511608138239,0.684806695931
100.000000000000,0.200000000000,0.250000000000,0.664062500000,93.955131497043,0.617084934251
100.000000000000,0.200000000000,0.500000000000,0.687500000000,88.069805194805,0.643465097403
100.000000000000,0.200000000000,1.000000000000,0.773437500000,75.856241948470,0.735509379026
100.000000000000,0.200000000000,2.000000000000,0.796875000000,73.633814102564,0.760058092949
100.000000000000,0.200000000000,4.000000000000,0.789062500000,74.431121794872,0.751846939103
100.000000000000,0.350000000000,0.250000000000,0.679687500000,89.145464355333,0.635114767822
100.000000000000,0.350000000000,0.500000000000,0.734375000000,80.005636724387,0.694372181638
100.000000000000,0.350000000000,1.000000000000,0.726562500000,80.452424242424,0.686336287879
