seed,nervous_accuracy,no_trace_accuracy,no_system_accuracy,action_diversity,snapshot_exact,state_hash,pass
29001,0.250000000,0.500000000,0.500000000,1.000000000,1,4829978979813579714,0
29102,0.375000000,0.500000000,0.500000000,0.750000000,1,13499830438129508957,0
29203,0.187500000,0.562500000,0.500000000,0.625000000,1,2770024095238939238,0
29304,0.375000000,0.562500000,0.500000000,0.750000000,1,6462492552918199308,0
