seed,nervous_accuracy,no_trace_accuracy,no_system_accuracy,action_diversity,snapshot_exact,state_hash,pass
29001,0.437500000,0.500000000,0.500000000,0.625000000,1,10601862316320892436,0
29102,0.312500000,0.500000000,0.500000000,0.375000000,1,2686614329563700761,0
29203,0.562500000,0.500000000,0.500000000,0.125000000,1,3421108688726314722,0
29304,0.500000000,0.500000000,0.500000000,0.000000000,1,9227710790920229839,0
