experiment_hash,seed,condition,mode,accuracy,balanced_accuracy,spikes_per_correct,firing_rate_hz,effective_gate,effective_gate_variance,total_spikes
C18E63A3EA120D7C,1721,long_delay,disabled,0.500000000000,0.500000000000,10.083333333333,1.312934027778,1.000000000000,0.000000000000,242
C18E63A3EA120D7C,1721,long_delay,sign,0.500000000000,0.500000000000,9.708333333333,1.264105902778,0.266078697422,0.105280824200,233
C18E63A3EA120D7C,1721,long_delay,tanh,0.500000000000,0.500000000000,9.791666666667,1.274956597222,0.436868195494,0.061415309474,235
C18E63A3EA120D7C,1721,long_delay,random,0.500000000000,0.500000000000,9.666666666667,1.258680555556,0.313652640565,0.106697334075,232
C18E63A3EA120D7C,1783,medium_delay,kernel,0.500000000000,0.500000000000,10.291666666667,1.340060763889,0.303526304284,0.102642653137,247
C18E63A3EA120D7C,1783,medium_delay,constant,0.520833333333,0.520833333333,9.840000000000,1.334635416667,0.303526304284,0.000000000000,246
C18E63A3EA120D7C,1783,medium_delay,disabled,0.375000000000,0.375000000000,15.111111111111,1.475694444444,1.000000000000,0.000000000000,272
C18E63A3EA120D7C,1783,medium_delay,sign,0.500000000000,0.500000000000,10.291666666667,1.340060763889,0.284186046512,0.113424337480,247
C18E63A3EA120D7C,1783,medium_delay,tanh,0.520833333333,0.520833333333,9.960000000000,1.350911458333,0.433774857604,0.076342943678,249
C18E63A3EA120D7C,1783,medium_delay,random,0.500000000000,0.500000000000,10.375000000000,1.350911458333,0.312249803664,0.106148521055,249
C18E63A3EA120D7C,1783,long_delay,kernel,0.437500000000,0.437500000000,11.238095238095,1.280381944444,0.323598677437,0.110460822641,236
C18E63A3EA120D7C,1783,long_delay,constant,0.437500000000,0.437500000000,11.380952380952,1.296657986111,0.323598677437,0.000000000000,239
C18E63A3EA120D7C,1783,long_delay,disabled,0.416666666667,0.416666666667,12.450000000000,1.350911458333,1.000000000000,0.000000000000,249
C18E63A3EA120D7C,1783,long_delay,sign,0.437500000000,0.437500000000,11.238095238095,1.280381944444,0.305256570713,0.122074996750,236
C18E63A3EA120D7C,1783,long_delay,tanh,0.437500000000,0.437500000000,11.428571428571,1.302083333333,0.451774136630,0.069572545915,240
C18E63A3EA120D7C,1783,long_delay,random,0.458333333333,0.458333333333,10.727272727273,1.280381944444,0.331019246450,0.113160817645,236
C18E63A3EA120D7C,1847,medium_delay,kernel,0.562500000000,0.562500000000,9.444444444444,1.383463541667,0.316990563300,0.107989754510,255
C18E63A3EA120D7C,1847,medium_delay,constant,0.500000000000,0.500000000000,10.750000000000,1.399739583333,0.316990563300,0.000000000000,258
C18E63A3EA120D7C,1847,medium_delay,disabled,0.500000000000,0.500000000000,11.625000000000,1.513671875000,1.000000000000,0.000000000000,279
C18E63A3EA120D7C,1847,medium_delay,sign,0.562500000000,0.562500000000,9.444444444444,1.383463541667,0.298339264531,0.119332947770,255
C18E63A3EA120D7C,1847,medium_delay,tanh,0.562500000000,0.562500000000,9.518518518519,1.394314236111,0.453901351217,0.070786771986,257
C18E63A3EA120D7C,1847,medium_delay,random,0.541666666667,0.541666666667,9.884615384615,1.394314236111,0.286635970235,0.095421991799,257
C18E63A3EA120D7C,1847,long_delay,kernel,0.604166666667,0.604166666667,8.137931034483,1.280381944444,0.329851724520,0.112757703692,236
C18E63A3EA120D7C,1847,long_delay,constant,0.562500000000,0.562500000000,8.740740740741,1.280381944444,0.329851724520,0.000000000000,236
C18E63A3EA120D7C,1847,long_delay,disabled,0.708333333333,0.708333333333,7.264705882353,1.340060763889,1.000000000000,0.000000000000,247
C18E63A3EA120D7C,1847,long_delay,sign,0.604166666667,0.604166666667,8.137931034483,1.280381944444,0.311857707510,0.124602477777,236
C18E63A3EA120D7C,1847,long_delay,tanh,0.562500000000,0.562500000000,8.814814814815,1.291232638889,0.466812929498,0.074854004355,238
C18E63A3EA120D7C,1847,long_delay,random,0.666666666667,0.666666666667,7.375000000000,1.280381944444,0.351029219122,0.119890599603,236
C18E63A3EA120D7C,1901,medium_delay,kernel,0.479166666667,0.479166666667,11.086956521739,1.383463541667,0.293257653031,0.098320317260,255
C18E63A3EA120D7C,1901,medium_delay,constant,0.520833333333,0.520833333333,10.120000000000,1.372612847222,0.293257653031,0.000000000000,253
C18E63A3EA120D7C,1901,medium_delay,disabled,0.416666666667,0.416666666667,13.600000000000,1.475694444444,1.000000000000,0.000000000000,272
C18E63A3EA120D7C,1901,medium_delay,sign,0.479166666667,0.479166666667,11.086956521739,1.383463541667,0.273390557940,0.108648160769,255
C18E63A3EA120D7C,1901,medium_delay,tanh,0.500000000000,0.500000000000,10.708333333333,1.394314236111,0.431088108507,0.067310234114,257
C18E63A3EA120D7C,1901,medium_delay,random,0.395833333333,0.395833333333,13.473684210526,1.388888888889,0.306616306479,0.103901460265,256
C18E63A3EA120D7C,1901,long_delay,kernel,0.645833333333,0.645833333333,7.612903225806,1.280381944444,0.249216045912,0.077393157664,236
C18E63A3EA120D7C,1901,long_delay,constant,0.645833333333,0.645833333333,7.677419354839,1.291232638889,0.249216045912,0.000000000000,238
C18E63A3EA120D7C,1901,long_delay,disabled,0.645833333333,0.645833333333,8.032258064516,1.350911458333,1.000000000000,0.000000000000,249
C18E63A3EA120D7C,1901,long_delay,sign,0.645833333333,0.645833333333,7.612903225806,1.280381944444,0.227093596059,0.085522094688,236
C18E63A3EA120D7C,1901,long_delay,tanh,0.645833333333,0.645833333333,7.741935483871,1.302083333333,0.392051660969,0.052211932233,240
C18E63A3EA120D7C,1901,long_delay,random,0.604166666667,0.604166666667,8.206896551724,1.291232638889,0.262942748941,0.084331937722,238
C18E63A3EA120D7C,1973,medium_delay,kernel,0.291666666667,0.291666666667,16.928571428571,1.285807291667,0.248475666319,0.077008918789,237
C18E63A3EA120D7C,1973,medium_delay,constant,0.312500000000,0.312500000000,15.800000000000,1.285807291667,0.248475666319,0.000000000000,237
C18E63A3EA120D7C,1973,medium_delay,disabled,0.437500000000,0.437500000000,11.761904761905,1.340060763889,1.000000000000,0.000000000000,247
C18E63A3EA120D7C,1973,medium_delay,sign,0.333333333333,0.333333333333,14.750000000000,1.280381944444,0.222460658083,0.082971913688,236
C18E63A3EA120D7C,1973,medium_delay,tanh,0.354166666667,0.354166666667,13.941176470588,1.285807291667,0.382000776316,0.052472579093,237
C18E63A3EA120D7C,1973,medium_delay,random,0.312500000000,0.312500000000,15.866666666667,1.291232638889,0.251899237046,0.078779925708,238
