seed,nervous_accuracy,no_trace_accuracy,no_system_accuracy,action_diversity,snapshot_exact,state_hash,pass
29001,0.656250000,0.500000000,0.500000000,0.562500000,1,4084736629357491464,0
29102,0.468750000,0.500000000,0.500000000,0.562500000,1,8996593395802747264,0
29203,0.500000000,0.500000000,0.500000000,0.875000000,1,9062437329689529737,0
29304,0.531250000,0.500000000,0.500000000,0.687500000,1,3303680233571791437,0
