seed,condition,variant,accuracy,spikes_per_correct
3181,medium_delay,without_local_synaptic_eligibility,0.958333333333,5.739130434783
3181,long_delay,without_local_synaptic_eligibility,0.937500000000,5.133333333333
3253,medium_delay,without_local_synaptic_eligibility,0.770833333333,7.351351351351
3253,long_delay,without_local_synaptic_eligibility,0.833333333333,6.275000000000
3323,medium_delay,without_local_synaptic_eligibility,0.875000000000,5.500000000000
3323,long_delay,without_local_synaptic_eligibility,0.979166666667,4.808510638298
3391,medium_delay,without_local_synaptic_eligibility,0.916666666667,5.227272727273
3391,long_delay,without_local_synaptic_eligibility,0.854166666667,5.756097560976
3463,medium_delay,without_local_synaptic_eligibility,0.833333333333,6.900000000000
3463,long_delay,without_local_synaptic_eligibility,0.833333333333,6.275000000000
3541,medium_delay,without_local_synaptic_eligibility,0.854166666667,5.829268292683
3541,long_delay,without_local_synaptic_eligibility,0.895833333333,5.325581395349
3613,medium_delay,without_local_synaptic_eligibility,0.895833333333,6.116279069767
3613,long_delay,without_local_synaptic_eligibility,0.916666666667,5.613636363636
3691,medium_delay,without_local_synaptic_eligibility,0.895833333333,5.488372093023
3691,long_delay,without_local_synaptic_eligibility,0.875000000000,6.142857142857
2609,medium_delay,sign_gate,0.812500000000,6.102564102564
2609,long_delay,sign_gate,0.895833333333,5.581395348837
2671,medium_delay,sign_gate,0.854166666667,5.707317073171
2671,long_delay,sign_gate,0.979166666667,5.212765957447
2741,medium_delay,sign_gate,0.916666666667,5.545454545455
2741,long_delay,sign_gate,0.916666666667,5.136363636364
2803,medium_delay,sign_gate,0.916666666667,5.454545454545
2803,long_delay,sign_gate,0.937500000000,5.288888888889
2879,medium_delay,sign_gate,0.875000000000,5.595238095238
2879,long_delay,sign_gate,0.958333333333,4.782608695652
2953,medium_delay,sign_gate,0.812500000000,6.307692307692
2953,long_delay,sign_gate,0.958333333333,5.195652173913
3023,medium_delay,sign_gate,0.833333333333,6.275000000000
3023,long_delay,sign_gate,0.895833333333,5.511627906977
3109,medium_delay,sign_gate,0.854166666667,6.268292682927
3109,long_delay,sign_gate,0.895833333333,5.906976744186
3181,medium_delay,sign_gate,0.958333333333,5.717391304348
3181,long_delay,sign_gate,0.937500000000,5.088888888889
3253,medium_delay,sign_gate,0.750000000000,7.527777777778
