neurons,synapses,steps,build_ms,simulation_ms,realtime_factor,events_per_second,snapshot_bytes,save_ms,load_ms,snapshot_exact,safe
256,4671,600,0.972300,73.154300,8.201842,768553.591518,502003,1.017700,9.118600,1,1
1024,33054,300,12.969400,227.228200,1.320259,437898.993171,3364029,1.807500,17.657100,1,1
4096,131248,120,14.181500,337.253700,0.355815,1535.935707,13300165,3.876400,26.703300,1,1
16384,524464,40,55.853100,483.377300,0.082751,426.168130,53124706,484.159900,131.104200,1,1
